,id,title,category,brand,modelno,price,query,category_predict,brand_predict
9099,9099,gear head mouse pad with wrist rest with memory foam blue mpwr4100blu,cleaning repair,gear head,mpwr4100blu,4.44,"{'title': 'gear head mouse pad with wrist rest with memory foam blue mpwr4100blu', 'category': 'cleaning repair', 'brand': 'gear head', 'modelno': 'mpwr4100blu', 'price': 4.44}","['cleaning repair', 'mice', 'wrist rests', 'combs spines', 'mouse pads']","['chester creek', 'micro innovations', 'mustek', 'wintec', 'gear head']"
9135,9135,evga geforce gtx 570 hd 1280mb gddr5 dual dvi hdmi displayport pci-express 2.0 graphics card - limited 3 year warranty 012-p3-1571-kr,graphics cards,evga,012-p3-1571-kr,319.99,"{'title': 'evga geforce gtx 570 hd 1280mb gddr5 dual dvi hdmi displayport pci-express 2.0 graphics card - limited 3 year warranty 012-p3-1571-kr', 'category': 'graphics cards', 'brand': 'evga', 'modelno': '012-p3-1571-kr', 'price': 319.99}","['video capture cards', 'graphics cards', 'computers accessories', 'internal sound cards', 'power supplies']","['nvidia', 'xfx', 'evga', 'ati', 'mitsubishi']"
9154,9154,ematic 4gb video mp3 player with 2.4-inch qvga screen digital camera and video recorder black,mp3 players,,em304camb,44.99,"{'title': 'ematic 4gb video mp3 player with 2.4-inch qvga screen digital camera and video recorder black', 'category': 'mp3 players', 'modelno': 'em304camb', 'price': 44.99}","['mp3 player accessories', 'internal sound cards', 'mp3 players', 'cd-mp3 players', 'mp3 players accessories']","['magix', 'xo vision', 'ematic', 'imation', 'machspeed']"
9178,9178,dymo labelwriter 450 turbo high-speed postage and label printer for pc and mac usb printer and software black silver 1752265,computers accessories,dymo,1752265,108.39,"{'title': 'dymo labelwriter 450 turbo high-speed postage and label printer for pc and mac usb printer and software black silver 1752265', 'category': 'computers accessories', 'brand': 'dymo', 'modelno': '1752265', 'price': 108.39}","['labels indexes stamps', 'other office equipment', 'computers accessories', 'label makers', 'internet postage labels']","['dymo', 'global marketing partners', 'imation', 'importer520', 'seiko']"
9185,9185,duracell dr-10 universal 8mm vhs-c camcorder battery,camcorder batteries,duracell,dr10aa,32.63,"{'title': 'duracell dr-10 universal 8mm vhs-c camcorder battery', 'category': 'camcorder batteries', 'brand': 'duracell', 'modelno': 'dr10aa', 'price': 32.63}","['batteries', 'chargers adapters', 'camcorder batteries', 'aa', 'aaa']","['battery-biz', 'portacell', 'duracell', 'dekcell', 'hi-capacity']"
9188,9188,durable bridge,audio video accessories,durable,,215.48,"{'title': 'durable bridge', 'category': 'audio video accessories', 'brand': 'durable', 'price': 215.48}","['vehicle mounts', 'audio car mounts', 'speaker mounts', 'car audio video', 'audio video accessories']","['road ready', 'built ny', 'navgear', 'chief', 'durable']"
9202,9202,zyxel es105s 5-port fast ethernet 10 100 desktop switch,kvm switches,zyxel,es105s,14.99,"{'title': 'zyxel es105s 5-port fast ethernet 10 100 desktop switch', 'category': 'kvm switches', 'brand': 'zyxel', 'modelno': 'es105s', 'price': 14.99}","['hubs', 'networking products', 'kvm switches', 'switches', 'routers']","['lantronix', 'zax', 'avocent', 'cisco', 'zyxel']"
9219,9219,xerox 108r00650 imaging unit for xerox phaser 7400 color laser printer black,printer ink toner,xerox,108r00650,151.88,"{'title': 'xerox 108r00650 imaging unit for xerox phaser 7400 color laser printer black', 'category': 'printer ink toner', 'brand': 'xerox', 'modelno': '108r00650', 'price': 151.88}","['laser printer toner', 'inkjet printer ink', 'printer ink toner', 'printer transfer units', 'computer accessories']","['compatible', 'xantrex', 'xerox', 'eforcity', 'unknown']"
9236,9236,wintec filemate imagine series m2820 standard mouse - white with jet black 3fmnm2820wbk-r,mice,wintec,3fmnm2820wbk-r,19.99,"{'title': 'wintec filemate imagine series m2820 standard mouse - white with jet black 3fmnm2820wbk-r', 'category': 'mice', 'brand': 'wintec', 'modelno': '3fmnm2820wbk-r', 'price': 19.99}","['optical drives', 'mice', 'cleaning repair', 'laminators', 'keyboard mouse combos']","['emtec', 'gear head', 'kingwin', 'wintec', 'chester creek']"
9256,9256,western digital 250 gb sata 3.0 gb-s 64 mb cache 3.5-inch internal bare-oem drives wd2503abyx,internal hard drives,western digital,wd2503abyx,64.99,"{'title': 'western digital 250 gb sata 3.0 gb-s 64 mb cache 3.5-inch internal bare-oem drives wd2503abyx', 'category': 'internal hard drives', 'brand': 'western digital', 'modelno': 'wd2503abyx', 'price': 64.99}","['dvd drives', 'internal hard drives', 'hard drive enclosures', 'computer components', 'internal dvd drives']","['seagate', 'intel', 'smartdisk', 'western digital', 'dane-elec']"
9349,9349,asus ul30a-a2 thin and light 13-3-inch silver laptop - 12 hours of battery life windows 7 home premium,,asus,ul30a-a2,,"{'title': 'asus ul30a-a2 thin and light 13-3-inch silver laptop - 12 hours of battery life windows 7 home premium', 'brand': 'asus', 'modelno': 'ul30a-a2'}","['laptops', 'monitors', 'netbooks', 'desktops', 'tablets']","['hp', 'acer', 'asus', 'alienware', 'lenovo']"
9356,9356,tripp lite ps3612 multiple outlet strip 15-amp 12 outlets 15ft cord,power strips,tripp lite,ps3612,36.24,"{'title': 'tripp lite ps3612 multiple outlet strip 15-amp 12 outlets 15ft cord', 'category': 'power strips', 'brand': 'tripp lite', 'modelno': 'ps3612', 'price': 36.24}","['outlets', 'power converters', 'power strips', 'power cables', 'kvm switches']","['mpi', 'hqrp', 'apc', 'tripp lite', 'amp']"
9382,9382,tp-link tl-wa5210g high power wireless outdoor cpe,network systems,tp-link,tl-wa5210g,49.79,"{'title': 'tp-link tl-wa5210g high power wireless outdoor cpe', 'category': 'network systems', 'brand': 'tp-link', 'modelno': 'tl-wa5210g', 'price': 49.79}","['powerline network adapters', 'networking products', 'routers', 'network systems', 'wireless access points']","['tp-link', 'tp link', 'netgear', 'cp technology', 'd-link']"
9386,9386,tp-link nt tl-ant2409b 2.4 ghz 9dbi,networking products,tp-link,tl-ant2409b,22.5,"{'title': 'tp-link nt tl-ant2409b 2.4 ghz 9dbi', 'category': 'networking products', 'brand': 'tp-link', 'modelno': 'tl-ant2409b', 'price': 22.5}","['hardware', 'print servers', 'network systems', 'network cards', 'networking products']","['tp-link', 'micronet', 'netgear', 'tp link', 'thecus']"
9417,9417,tdk 27772 micro audio cassette 90 minutes 6 pack,blank media,tdk,,21.99,"{'title': 'tdk 27772 micro audio cassette 90 minutes 6 pack', 'category': 'blank media', 'brand': 'tdk', 'price': 21.99}","['dvd-vcr combos', 'blank media', 'bd-re discs', 'bd-r discs', 'data cartridges']","['memtek', 'dlo', 'magnavox', 'imation', 'tdk']"
9426,9426,targus 3-in-1 stylus for apple ipad 2 16 gb 32 gb 64 gb wifi 3g iphone ipod motorola xoom viewsonic gtablet thosiba thrive superpad samsung galaxy asus eee pad transformer acer iconia hp touchpad blackberry playbook,keyboards mice input devices,targus,amm04tbus,34.56,"{'title': 'targus 3-in-1 stylus for apple ipad 2 16 gb 32 gb 64 gb wifi 3g iphone ipod motorola xoom viewsonic gtablet thosiba thrive superpad samsung galaxy asus eee pad transformer acer iconia hp touchpad blackberry playbook', 'category': 'keyboards mice input devices', 'brand': 'targus', 'modelno': 'amm04tbus', 'price': 34.56}","['styli', 'keyboards mice input devices', 'touch pads', 'keyboards styluses', 'touch screen tablet accessories']","['targus', 'arclyte technologies inc. .', 'unknown', 'galaxy technology', 'samsung']"
9442,9442,syba cl-aud63020 green stereo gaming headset with removable mic - green,,syba,cl-aud63020,6.66,"{'title': 'syba cl-aud63020 green stereo gaming headset with removable mic - green', 'brand': 'syba', 'modelno': 'cl-aud63020', 'price': 6.66}","['accessories supplies', 'gaming mice', 'headsets microphones', 'wired headsets', 'headsets']","['acp', 'buypcsupplies llc', 'cyber acoustics', 'plantronics', 'syba']"
9445,9445,superspeed usb3 .0 to sata 3gb s usb3 .0 2bay 2.5 in 3.5 lp sata usb3 .0,hard drive enclosures,siig,sc-sa0j12-s1,55.86,"{'title': 'superspeed usb3 .0 to sata 3gb s usb3 .0 2bay 2.5 in 3.5 lp sata usb3 .0', 'category': 'hard drive enclosures', 'brand': 'siig', 'modelno': 'sc-sa0j12-s1', 'price': 55.86}","['car audio video', 'hard drive enclosures', 'hubs', 'usb cables', 'usb port cards']","['accell', 'smc', 'sf cable', 'siig', 'seh']"
9446,9446,rand mcnally 0-528-00279-1 gps starter kit,darkroom supplies,rand mcnally,,54.8,"{'title': 'rand mcnally 0-528-00279-1 gps starter kit', 'category': 'darkroom supplies', 'brand': 'rand mcnally', 'price': 54.8}","['geography', 'basic', 'darkroom supplies', 'gps system accessories', 'binding machine supplies']","['sanford', 'marvel', 'read right', 'rand mcnally', 'quartet']"
9452,9452,sunpak cf-7006-sk 52mm skylight filter,filters,sunpak,cf-7006-sk,4.76,"{'title': 'sunpak cf-7006-sk 52mm skylight filter', 'category': 'filters', 'brand': 'sunpak', 'modelno': 'cf-7006-sk', 'price': 4.76}","['filters', 'tripod heads', '6v', 'lens accessories', 'screen filters']","['mustek', 'slik', 'opteka', 'nanuk', 'sunpak']"
9455,9455,dslr camera notebook backpack,cases bags,,njc-486bk,59.78,"{'title': 'dslr camera notebook backpack', 'category': 'cases bags', 'modelno': 'njc-486bk', 'price': 59.78}","['bags cases', 'laptop netbook computer accessories', 'camera photo', 'binocular camera camcorder straps', 'cases bags']","['merkury', 'sumdex', 'i.trek', 'amsahr', 'ncr']"
9459,9459,steelseries limited edition keyset for the shift gaming keyboard-world of warcraft cataclysm edition,keyboards,steelseries,68075,24.99,"{'title': 'steelseries limited edition keyset for the shift gaming keyboard-world of warcraft cataclysm edition', 'category': 'keyboards', 'brand': 'steelseries', 'modelno': '68075', 'price': 24.99}","['gamepads', 'keyboards', 'controllers', 'faceplates', 'keyboard mouse combos']","['keytronicems', 'solidtek', 'saitek', 'steelseries', 'gear head']"
9472,9472,sirius sportster 5 satellite radio receiver with vehicle kit,plug play satellite radios,sirius satellite radio,sp5tk1,147.99,"{'title': 'sirius sportster 5 satellite radio receiver with vehicle kit', 'category': 'plug play satellite radios', 'brand': 'sirius satellite radio', 'modelno': 'sp5tk1', 'price': 147.99}","['plug play satellite radios', 'handheld portable satellite radios', 'satellite radio tuners adapters', 'car stereos', 'digital media receivers']","['kenwood', 'audiovox', 'yamaha', 'terk', 'sirius satellite radio']"
9475,9475,speck rubberized pixelskin case for ipod touch 4g black,cases,speck,spk-a0113,14.17,"{'title': 'speck rubberized pixelskin case for ipod touch 4g black', 'category': 'cases', 'brand': 'speck', 'modelno': 'spk-a0113', 'price': 14.17}","['faceplates', 'cases', 'skins', 'covers skins', 'housings']","['case', 'sakar', 'gamefacez', 'speck', 'minisuit']"
9481,9481,sony alpha vf67cpam circular polarizing filter black,filters,sony,vf67cpam,110.1,"{'title': 'sony alpha vf67cpam circular polarizing filter black', 'category': 'filters', 'brand': 'sony', 'modelno': 'vf67cpam', 'price': 110.1}","['film', 'accessories', 'filters', 'screen filters', 'lens accessories']","['fotodiox', 'butterfly', 'slik', 'sunpak', 'sony']"
9484,9484,sony ss-cn5000 dual 5.25 center channel speaker each black,speakers,sony,sscn5000,69.98,"{'title': 'sony ss-cn5000 dual 5.25 center channel speaker each black', 'category': 'speakers', 'brand': 'sony', 'modelno': 'sscn5000', 'price': 69.98}","['coaxial speakers', 'computer speakers', 'speaker systems', 'home audio crossovers', 'speakers']","['polk audio', 'sound around', 'sony', 'jbl', 'creative']"
9491,9491,sony pcklh5am lcd protective cover for sony alpha a230 330 380 digital slr cameras,case bag accessories,sony,pcklh5am,11.95,"{'title': 'sony pcklh5am lcd protective cover for sony alpha a230 330 380 digital slr cameras', 'category': 'case bag accessories', 'brand': 'sony', 'modelno': 'pcklh5am', 'price': 11.95}","['lens accessories', 'accessories', 'adapters', 'cleaning repair', 'case bag accessories']","['iris', 'sony', 'luxmo', 'generic', 'unknown']"
9517,9517,sony 2 gb digital music player black,mp3 players,sony,nwzw252blk,49.88,"{'title': 'sony 2 gb digital music player black', 'category': 'mp3 players', 'brand': 'sony', 'modelno': 'nwzw252blk', 'price': 49.88}","['mp3 players accessories', 'internal sound cards', 'multiroom digital music systems', 'portable audio video', 'mp3 players']","['sandisk', 'zune', 'sony', 'imation', 'action']"
9520,9520,sony dcr-sx85 16gb handycam camcorder with 70x zoom in silver 4gb accessory kit,,sony,dcr-sx85,279.95,"{'title': 'sony dcr-sx85 16gb handycam camcorder with 70x zoom in silver 4gb accessory kit', 'brand': 'sony', 'modelno': 'dcr-sx85', 'price': 279.95}","['disposable cameras', 'cameras', 'digital cameras', 'camera photo', 'camcorders']","['sony', 'general imaging', 'zoom', 'vistaquest', 'kodak']"
9524,9524,sony bravia xbr55hx929 55-inch 1080p 3d local-dimming led hdtv with built-in wifi black,tvs,sony,xbr55hx929,,"{'title': 'sony bravia xbr55hx929 55-inch 1080p 3d local-dimming led hdtv with built-in wifi black', 'category': 'tvs', 'brand': 'sony', 'modelno': 'xbr55hx929'}","['televisions', 'tv-dvd combinations', 'dvd home theater', 'televisions video', 'tvs']","['digital', 'rokinon', 'lg', 'sony', 'vizio']"
9541,9541,smead color-coded name label assorted colors 67150,file folder labels,smead,67150,42.45,"{'title': 'smead color-coded name label assorted colors 67150', 'category': 'file folder labels', 'brand': 'smead', 'modelno': '67150', 'price': 42.45}","['all-purpose labels', 'labels indexes stamps', 'continuous-form labels', 'address labels', 'file folder labels']","['avery dennison', 'smead', 'hon', 'smead manufacturing company', 'avery']"
9547,9547,smc ez switch gigabit unmanaged switch,switches,smc,smcgs8 eu,47.99,"{'title': 'smc ez switch gigabit unmanaged switch', 'category': 'switches', 'brand': 'smc', 'modelno': 'smcgs8 eu', 'price': 47.99}","['network attached storage', 'programmable', 'switches', 'network cards', 'kvm switches']","['ptc', 'smk', 'grandtec', 'smc', 'global marketing partners']"
9576,9576,seagate freeagent goflex desk 1 tb usb 2.0 external hard drive stac1000100 black,external hard drives,,stac1000100,,"{'title': 'seagate freeagent goflex desk 1 tb usb 2.0 external hard drive stac1000100 black', 'category': 'external hard drives', 'modelno': 'stac1000100'}","['hard drive bags', 'network attached storage', 'external data storage', 'external hard drives', 'internal hard drives']","['sandisk', 'imation', 'seagate', 'seahorse', 'smartdisk']"
9578,9578,seagate blackarmor nas 440 4-bay 4 tb 4 x 1 tb network attached storage st340005sha10g-rk,network attached storage,,st340005sha10g-rk,574.84,"{'title': 'seagate blackarmor nas 440 4-bay 4 tb 4 x 1 tb network attached storage st340005sha10g-rk', 'category': 'network attached storage', 'modelno': 'st340005sha10g-rk', 'price': 574.84}","['external data storage', 'hard drive bags', 'external hard drives', 'network attached storage', 'internal hard drives']","['seahorse', 'raidmax', 'sandisk', 'seagate', 'smartdisk']"
9587,9587,scosche solar powered bluetooth speakerphone,accessories,scosche,cbhsol2,56.72,"{'title': 'scosche solar powered bluetooth speakerphone', 'category': 'accessories', 'brand': 'scosche', 'modelno': 'cbhsol2', 'price': 56.72}","['accessories', 'bluetooth car kits', 'audio car mounts', 'chargers', 'shortwave']","['accessory genie', 'accessory power', 'sunvalleytek', 'scosche', 'cellular innovations']"
9597,9597,scosche flashm4gb 4 gb usb 2.0 digital media drive,mp3 player accessories,scosche,flashm4gb,23.27,"{'title': 'scosche flashm4gb 4 gb usb 2.0 digital media drive', 'category': 'mp3 player accessories', 'brand': 'scosche', 'modelno': 'flashm4gb', 'price': 23.27}","['usb flash drives', 'portable audio video', 'mp3 player accessories', 'mp3 players accessories', 'external data storage']","['scosche', 'amp', 'sandisk', 'unknown', 'xo vision']"
9604,9604,panasonic integrated phone kx-ts550b,corded telephones,panasonic,kx-ts550b,14.27,"{'title': 'panasonic integrated phone kx-ts550b', 'category': 'corded telephones', 'brand': 'panasonic', 'modelno': 'kx-ts550b', 'price': 14.27}","['corded telephones', 'telephone accessories', 'voip', 'telephones accessories', 'corded-cordless combo telephones']","['rokinon', 'panasonic', 'fanstel', 'at t', 'vtech']"
