,ltable_id,rtable_id,label,l_entity,r_entity
3630,8842,3054,1,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  "" Seiko Sportura SUN015P1 Kinetic watch ""Seiko - Kinetic""  ""                         Black & Steel', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Zegarek męski Kinetic GMT""@pl 00 €""@pl ""Seiko Zegarek GMT SUN015P1 nur 479'}"
3631,6208,5257,1,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  ""Zegarek męski Kinetic GMT""@pl 00 €""@pl ""Seiko Zegarek GMT SUN015P1 nur 479', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Zegarek męski Kinetic GMT""@pl 00 €""@pl ""Seiko Zegarek GMT SUN015P1 nur 479'}"
3632,4759,5552,1,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  ""Zegarek męski Kinetic GMT""@pl 00 €""@pl ""Seiko Zegarek GMT SUN015P1 nur 479', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  "" Seiko Sportura SUN015P1 Kinetic watch ""Seiko - Kinetic""  ""                         Black & Steel'}"
3633,7605,5676,1,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  "" Seiko Sportura SUN015P1 Kinetic watch ""Seiko - Kinetic""  ""                         Black & Steel', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Kinetic GMT Reloj para hombre""@es 00 €""@es ""Seiko Kinetic hombre SUN015P1 nur 479'}"
3634,1202,3185,1,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  ""Seiko Sportura Kinetic Automatic Black Sapphire GMT Men\'s Watch SUN015P1 ""@en | Dutyfreeislandsho', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': '  ""Kinetic GMT Herrenuhr""@de ""Seiko Kinetic Herrenuhr SUN015P1 nur 479 00 €""@de  "" Artikel-Nr.: 1327', 'sku': {'title': '  ""Kinetic GMT Herrenuhr""@de ""Seiko Kinetic Herrenuhr SUN015P1 nur 479 00 €""@de  "" Artikel-Nr.: 1327', 'sku': ""['sun015p1']""}, 'description': '  ""Kinetic GMT Herrenuhr""@de ""Seiko Kinetic Herrenuhr SUN015P1 nur 479 00 €""@de  "" Artikel-Nr.: 1327'}"
3635,5490,3139,0,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  ""Zegarek męski Kinetic GMT""@pl 00 €""@pl ""Seiko Zegarek GMT SUN015P1 nur 479', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': ""Seiko Men's Sportura GPS Solar Powered Watch"", 'brand': 'Seiko', 'color': 'silver', 'gender': ""Men's"", 'sku': 'SSF003J1', 'diameter': 45.2, 'description': '  "" Seiko Men\'s Sportura GPS Solar Powered Watch""@en ""Men\'s Watch (SSF003J1) - WATCH SHOP.com™""@en  '}"
3636,3621,2764,0,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  ""Kinetic GMT Reloj para hombre""@es 00 €""@es ""Seiko Kinetic hombre SUN015P1 nur 479', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': ""Seiko Men's Sportura GPS Solar Powered Watch"", 'brand': 'Seiko', 'color': 'silver', 'gender': ""Men's"", 'sku': 'SSF003J1', 'diameter': 45.2, 'description': '  "" Seiko Men\'s Sportura GPS Solar Powered Watch""@en ""Men\'s Watch (SSF003J1) - WATCH SHOP.com™""@en  '}"
3637,5257,755,0,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  "" Seiko Sportura SUN015P1 Kinetic watch ""Seiko - Kinetic""  ""                         Black & Steel', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': ""Seiko Men's Sportura GPS Solar Powered Watch"", 'brand': 'Seiko', 'color': 'silver', 'gender': ""Men's"", 'sku': 'SSF003J1', 'diameter': 45.2, 'description': '  "" Seiko Men\'s Sportura GPS Solar Powered Watch""@en ""Men\'s Watch (SSF003J1) - WATCH SHOP.com™""@en  '}"
3638,2316,757,0,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  ""Seiko Sportura Kinetic Automatic Black Sapphire GMT Men\'s Watch SUN015P1 ""@en | Dutyfreeislandsho', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': ""Seiko Men's Sportura GPS Solar Powered Watch"", 'brand': 'Seiko', 'color': 'silver', 'gender': ""Men's"", 'sku': 'SSF003J1', 'diameter': 45.2, 'description': '  "" Seiko Men\'s Sportura GPS Solar Powered Watch""@en ""Men\'s Watch (SSF003J1) - WATCH SHOP.com™""@en  '}"
3640,2966,316,0,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  "" Seiko Men\'s Sportura GMT Kinetic Watch""@en ""Men\'s Watch (SUN015P1) - WATCH SHOP.com™""@en  ""This ', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': ""Seiko Men's Sportura GPS Solar Powered Watch"", 'brand': 'Seiko', 'color': 'silver', 'gender': ""Men's"", 'sku': 'SSF003J1', 'diameter': 45.2, 'description': '  "" Seiko Men\'s Sportura GPS Solar Powered Watch""@en ""Men\'s Watch (SSF003J1) - WATCH SHOP.com™""@en  '}"
3643,4235,305,0,"{'/productID': '[sun015p1]', '/gtin13': '[4954628167132]', 'brand': '', 'category': 'Jewelry', 'Alternative nr': 'SUN015', 'EAN': '4954628167132', 'Diameter': '44.4 mm', 'Water resistant': '10 Bar (Swim)', 'Warranty': '2 years of worldwide warranty + 1 year extended HW', 'See all specifications': 'Print & Fit', 'Brand': 'Seiko', 'Subcategory': 'Chrono', 'Name': 'Sportura Kinetic', 'Year': '2013 Fall Winter Collection', 'Display Type': 'Analog', 'Color of the dial': 'Black', 'Hand colors\xa0(h,m,s)': 'Glow, glow, White', 'Case code': '5M85-0AA0', 'Case Thickness': '12 mm', 'Case Material': 'Stainless Steel', 'Case Shape': 'Round', 'Case color': 'Silver', 'Back Case Material': 'Stainless Steel', 'Back Case': 'See Through', 'Crystal': 'Sapphire', 'Movement Brand': 'Seiko', 'Calendar Type': 'Date', 'Strap type info': 'Stainless steel bracelet', 'Strap Material': 'Metal', 'Band length': '150 - 220 mm', 'Clasp Type': 'Folding Clasp with Push buttons', 'Band Width': '21.0 mm', 'Strap Color': 'Silver', 'Original strap': 'Seiko Strap M0ND111J0', 'description': '  ""Kinetic GMT Men´s Watch""@en ""Seiko Kinetic Watch SUN015P1 nur € 479.00""@en', 'title': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': ""Seiko Men's Sportura GPS Solar Powered Watch"", 'brand': 'Seiko', 'color': 'silver', 'gender': ""Men's"", 'sku': 'SSF003J1', 'diameter': 45.2, 'description': '  "" Seiko Men\'s Sportura GPS Solar Powered Watch""@en ""Men\'s Watch (SSF003J1) - WATCH SHOP.com™""@en  '}"
3646,3818,2293,1,"{'/sku': '[ss020647000]', 'brand': 'Suunto', 'category': 'Jewelry', 'description': '  ""Suunto M2 Black/Lime Watch SS020647000 ""@en | Dutyfreeislandshop.com""@en  ""         Suunto M2 com', 'title': 'Suunto M2 Black/Lime Watch SS020647000', 'color': 'Black/Lime', 'gender': 'M', 'sku': 'SS020647000', 'diameter': ''}","{'title': 'SUUNTO M2 MEN LIME', 'brand': 'Suunto', 'color': 'Black/Lime', 'gender': 'Men', 'sku': 'SS020647000', 'diameter': '', 'description': '  ""SUUNTO M2 MEN LIME""@it LIME - CARDIOFREQUENZIMETRO Suunto SS020647000 Articoli sportivi e abbigli'}"
3647,2299,5740,1,"{'/sku': '[ss020647000]', 'brand': 'SUUNTO', 'category': 'Jewelry', 'description': '  ""SUUNTO M2 MEN LIME""@fr LIME - CARDIOFRÉQUENCEMÈTRE Suunto couleur SS020647000 Anima Sportiva Spor', 'title': 'SUUNTO M2 MEN LIME', 'color': 'LIME', 'gender': 'MEN', 'sku': 'SS020647000', 'diameter': ''}","{'title': 'Suunto M2 Black/Lime Watch SS020647000', 'brand': 'Suunto', 'color': 'Black/Lime', 'gender': 'M', 'sku': 'SS020647000', 'diameter': '', 'description': '  ""Suunto M2 Black/Lime Watch SS020647000 ""@en | Dutyfreeislandshop.com""@en  ""         Suunto M2 com'}"
3648,1192,822,1,"{'/sku': '[ss020647000]', 'brand': 'SUUNTO', 'category': 'Jewelry', 'description': '  ""SUUNTO M2 MEN LIME""@fr LIME - CARDIOFRÉQUENCEMÈTRE Suunto couleur SS020647000 Anima Sportiva Spor', 'title': 'SUUNTO M2 MEN LIME', 'color': 'LIME', 'gender': 'MEN', 'sku': 'SS020647000', 'diameter': ''}","{'title': 'SUUNTO M2 MEN LIME', 'brand': 'Suunto', 'color': 'Black/Lime', 'gender': 'Men', 'sku': 'SS020647000', 'diameter': '', 'description': '  ""SUUNTO M2 MEN LIME""@it LIME - CARDIOFREQUENZIMETRO Suunto SS020647000 Articoli sportivi e abbigli'}"
3649,4091,11,1,"{'/sku': '[ss020647000]', 'brand': 'Suunto', 'category': 'Jewelry', 'description': '  ""SUUNTO M2 MEN LIME""@it LIME - CARDIOFREQUENZIMETRO Suunto SS020647000 Articoli sportivi e abbigli', 'title': 'SUUNTO M2 MEN LIME', 'color': 'Black/Lime', 'gender': 'Men', 'sku': 'SS020647000', 'diameter': ''}","{'title': 'SUUNTO M2 MEN LIME', 'brand': 'Suunto', 'color': 'Lime', 'gender': 'Men', 'sku': 'SS020647000', 'diameter': '', 'description': '  ""SUUNTO M2 MEN LIME""@en apparel and sports equipment""@en LIME - HEART RATE MONITOR Suunto colour S'}"
3650,4091,4234,0,"{'/sku': '[ss020647000]', 'brand': 'Suunto', 'category': 'Jewelry', 'description': '  ""SUUNTO M2 MEN LIME""@it LIME - CARDIOFREQUENZIMETRO Suunto SS020647000 Articoli sportivi e abbigli', 'title': 'SUUNTO M2 MEN LIME', 'color': 'Black/Lime', 'gender': 'Men', 'sku': 'SS020647000', 'diameter': ''}","{'title': '', 'brand': 'Suunto', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Suunto Traverse Alpha Watch""@en Watch | Sportsman\'s Warehouse""@en  ""Suunto Traverse Alpha Stealth'}"
3660,8945,4673,1,"{'/sku': '[dw00100109]', 'category': 'Jewelry', 'description': '  ""Daniel Wellington - Classic Durham DW00100109 Or rose Cuir marron clair""  ""Daniel Wellington - Cl', 'title': 'Daniel Wellington - Classic Durham DW00100109 Or rose Cuir marron clair', 'brand': 'Daniel Wellington', 'color': 'Or rose', 'gender': 'Homme', 'sku': 'DW00100109', 'diameter': '40mm'}","{'title': 'Daniel Wellington - Classic Durham DW00100109 Or rose Cuir marron clair', 'brand': 'Daniel Wellington', 'color': 'Or rose', 'gender': 'Homme', 'sku': 'DW00100109', 'diameter': '40mm', 'description': '  ""Daniel Wellington - Classic Durham DW00100109 Or rose Cuir marron clair""  ""Daniel Wellington - Cl'}"
